Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
LEXUS NX 350,2.4,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTYXT02.4P3M,small SUV,7,22,29,25,5,No,356
LEXUS NX 350h,2.5,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTYXT02.5P34,small SUV,7,41,37,39,7,Yes,225
LEXUS NX 350h,2.5,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTYXT02.5P34,small SUV,7,41,37,39,7,Yes,225
LEXUS NX 450h+,2.5,4,SCV-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,PTYXT02.5P33,small SUV,7,38/93,33/75,36/84,10,Yes,87
LEXUS NX 450h+,2.5,4,SCV-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PTYXT02.5P33,small SUV,7,38/93,33/75,36/84,10,Yes,87
LEXUS RC 300,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PTYXV02.0M5A,small car,5,21,31,25,5,No,355
LEXUS RC 300,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PTYXV02.0M5A,small car,5,21,31,25,5,No,355
LEXUS RC 300,3.5,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PTYXV03.5M5A,small car,5,19,26,22,5,No,407
LEXUS RC 300,3.5,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PTYXV03.5M5A,small car,5,19,26,22,5,No,407
LEXUS RC 350,3.5,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PTYXV03.5M5A,small car,5,19,26,22,5,No,407
LEXUS RC 350,3.5,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PTYXV03.5M5A,small car,5,19,26,22,5,No,407
LEXUS RC 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PTYXV03.5M5A,small car,5,20,28,23,5,No,385
LEXUS RC 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PTYXV03.5M5A,small car,5,20,28,23,5,No,385
LEXUS RC F,5,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PTYXV05.0M5A,small car,5,16,24,19,4,No,459
LEXUS RC F,5,8,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PTYXV05.0M5A,small car,5,16,24,19,4,No,459
LEXUS RX 350,2.4,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTYXT02.4P3N,small SUV,7,22,29,25,5,No,353
LEXUS RX 350,2.4,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTYXT02.4P3N,small SUV,7,22,29,25,5,No,353
LEXUS RX 350,2.4,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTYXT02.4P3N,small SUV,7,21,28,24,5,No,371
LEXUS RX 350,2.4,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTYXT02.4P3N,small SUV,7,21,28,24,5,No,371
LEXUS RX 350h,2.5,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTYXT02.5P34,small SUV,7,37,34,36,7,Yes,243
LEXUS RX 350h,2.5,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTYXT02.5P34,small SUV,7,37,34,36,7,Yes,243
LEXUS RX 500h,2.4,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTYXJ02.4P3L,small SUV,7,27,28,27,5,No,326
LEXUS RX 500h,2.4,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTYXJ02.4P3L,small SUV,7,27,28,27,5,No,326
"LEXUS RZ 450e AWD (18"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PTYXV00.0D1U,small SUV,10,115,98,107,10,Elite,0
"LEXUS RZ 450e AWD (18"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PTYXV00.0D1U,small SUV,10,115,98,107,10,Elite,0
"LEXUS RZ 450e AWD (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PTYXV00.0D1U,small SUV,10,102,87,95,10,Elite,0
"LEXUS RZ 450e AWD (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PTYXV00.0D1U,small SUV,10,102,87,95,10,Elite,0
LEXUS UX 250h,2,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTYXV02.0P3B,small car,7,43,41,42,8,Yes,209
LEXUS UX 250h,2,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTYXV02.0P3B,small car,7,43,41,42,8,Yes,209
LEXUS UX 250h,2,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTYXV02.0P3B,small car,7,41,38,39,7,Yes,225
LEXUS UX 250h,2,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTYXV02.0P3B,small car,7,41,38,39,7,Yes,225
LINCOLN Aviator,3,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PFMXT03.03U2,standard SUV,5,18,26,21,4,No,424
LINCOLN Aviator,3,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PFMXT03.03U2,standard SUV,5,18,26,21,4,No,424
LINCOLN Aviator,3,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PFMXT03.03U2,standard SUV,5,16,24,19,4,No,466
LINCOLN Aviator,3,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PFMXT03.03U2,standard SUV,5,17,24,20,4,No,451
LINCOLN Aviator,3,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PFMXT03.03U2,standard SUV,5,16,24,19,4,No,466
LINCOLN Aviator,3,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PFMXT03.03U2,standard SUV,5,17,24,20,4,No,451
LINCOLN Aviator PHEV,3,6,SemiAuto-10,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,PFMXT03.03P1,standard SUV,7,22/54,25/58,23/56,8,Yes,209
LINCOLN Aviator PHEV,3,6,SemiAuto-10,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PFMXT03.03P1,standard SUV,7,22/54,25/58,23/56,8,Yes,209
LINCOLN Corsair,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PFMXT02.02Y1,small SUV,7,22,30,25,5,No,356
LINCOLN Corsair,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PFMXT02.02Y1,small SUV,7,22,30,25,5,No,356
LINCOLN Corsair,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PFMXT02.02Y1,small SUV,7,21,28,24,5,No,374
LINCOLN Corsair,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PFMXT02.02Y1,small SUV,7,21,28,24,5,No,374
LINCOLN Corsair PHEV,2.5,4,CVT,4WD,Gasoline/Electricity,CA,L3SULEV20,California LEV-III SULEV20,PFMXT02.53CE,small SUV,8,34/86,32/69,33/78,10,Yes,121
LINCOLN Corsair PHEV,2.5,4,CVT,4WD,Gasoline/Electricity,FA,T3B20,Federal Tier 3 Bin 20,PFMXT02.53CE,small SUV,8,34/86,32/69,33/78,10,Yes,121
LINCOLN Nautilus,2,4,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PFMXT02.02JU,small SUV,6,20,25,22,5,No,404
LINCOLN Nautilus,2,4,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PFMXT02.02JU,small SUV,6,20,25,22,5,No,404
LINCOLN Nautilus,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PFMXT02.02JU,small SUV,6,20,25,22,5,No,404
LINCOLN Nautilus,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PFMXT02.02JU,small SUV,6,20,25,22,5,No,404
LINCOLN Nautilus,2.7,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PFMXT02.72JQ,small SUV,5,19,25,21,4,No,421
LINCOLN Nautilus,2.7,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PFMXT02.72JQ,small SUV,5,19,25,21,4,No,421
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PFMXT03.54HF,standard SUV,6,16,23,19,4,No,468
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PFMXT03.54HF,standard SUV,6,17,23,19,4,No,462
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PFMXT03.54HF,standard SUV,6,16,23,19,4,No,468
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PFMXT03.54HF,standard SUV,6,17,23,19,4,No,462
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PFMXT03.54HF,standard SUV,6,15,21,17,3,No,510
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PFMXT03.54HF,standard SUV,6,16,22,18,4,No,498
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PFMXT03.54HF,standard SUV,6,15,21,17,3,No,510
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PFMXT03.54HF,standard SUV,6,16,22,18,4,No,498
LINCOLN Nuatilus,2,4,Auto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PFMXT02.02JU,small SUV,6,21,26,23,5,No,386
LINCOLN Nuatilus,2,4,Auto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PFMXT02.02JU,small SUV,6,21,26,23,5,No,386
LINCOLN Nuatilus,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,PFMXT02.02JU,small SUV,6,21,26,23,5,No,387
LINCOLN Nuatilus,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PFMXT02.02JU,small SUV,6,21,26,23,5,No,387
LORDSTOWN Endurance,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PLEVT00.07NY,pickup,10,49,46,48,10,Elite,1
LORDSTOWN Endurance,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PLEVT00.07NY,pickup,10,49,46,48,10,Elite,1
"LUCID Air G Touring XR AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PLMUV00.0ZA2,large car,10,130,132,131,10,Elite,0
"LUCID Air G Touring XR AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PLMUV00.0ZA2,large car,10,130,132,131,10,Elite,0
"LUCID Air G Touring XR AWD w/20"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PLMUV00.0ZA2,large car,10,121,122,121,10,Elite,0
"LUCID Air G Touring XR AWD w/20"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PLMUV00.0ZA2,large car,10,121,122,121,10,Elite,0
"LUCID Air G Touring XR AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PLMUV00.0ZA2,large car,10,121,122,121,10,Elite,0
"LUCID Air G Touring XR AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PLMUV00.0ZA2,large car,10,121,122,121,10,Elite,0
"LUCID Air GT P AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PLMUV00.0ZA2,large car,10,110,111,111,10,Elite,0
"LUCID Air GT P AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PLMUV00.0ZA2,large car,10,110,111,111,10,Elite,0
"LUCID Air Pure AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PLMUV00.0ZA2,large car,10,141,140,140,10,Elite,0
"LUCID Air Pure AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PLMUV00.0ZA2,large car,10,141,140,140,10,Elite,0
"LUCID Air Pure AWD w/20"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PLMUV00.0ZA2,large car,10,121,120,121,10,Elite,0
"LUCID Air Pure AWD w/20"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PLMUV00.0ZA2,large car,10,121,120,121,10,Elite,0
"LUCID Air Touring AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PLMUV00.0ZA2,large car,10,141,140,140,10,Elite,0
"LUCID Air Touring AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PLMUV00.0ZA2,large car,10,141,140,140,10,Elite,0
"LUCID Air Touring AWD w/20"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PLMUV00.0ZA2,large car,10,121,120,121,10,Elite,0
"LUCID Air Touring AWD w/20"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PLMUV00.0ZA2,large car,10,121,120,121,10,Elite,0
"LUCID Air Touring AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,PLMUV00.0ZA2,large car,10,121,120,121,10,Elite,0
"LUCID Air Touring AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,PLMUV00.0ZA2,large car,10,121,120,121,10,Elite,0
MASERATI Ghibli GT,3,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PMAXJ03.0DFI,midsize car,3,18,25,20,4,No,436
MASERATI Ghibli GT,3,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PMAXJ03.0DFI,midsize car,3,18,25,20,4,No,436
MASERATI Ghibli Modena,3,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PMAXJ03.0DFI,midsize car,3,18,25,20,4,No,436
MASERATI Ghibli Modena,3,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PMAXJ03.0DFI,midsize car,3,18,25,20,4,No,436
MASERATI Ghibli Modena,3,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PMAXJ03.0DFI,midsize car,3,17,25,20,4,No,457
MASERATI Ghibli Modena,3,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PMAXJ03.0DFI,midsize car,3,17,25,20,4,No,457
MASERATI Ghibli Trofeo,3.8,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,PMAXJ03.8DFI,midsize car,1,13,20,16,3,No,560
MASERATI Ghibli Trofeo,3.8,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PMAXJ03.8DFI,midsize car,3,13,20,16,3,No,560
MASERATI Ghibli Trofeo,3.8,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PMAXJ03.8DFI,midsize car,3,13,20,16,3,No,560
MASERATI Ghibli Trofeo,3.8,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,PMAXJ03.8DFI,midsize car,1,13,20,16,3,No,560
MASERATI Grecale GT,2,4,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PMAXT02.0DUV,small SUV,5,22,29,25,5,No,351
MASERATI Grecale GT,2,4,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PMAXT02.0DUV,small SUV,5,22,29,25,5,No,351
MASERATI Grecale Modena,2,4,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PMAXT02.0DUV,small SUV,5,22,29,25,5,No,351
MASERATI Grecale Modena,2,4,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PMAXT02.0DUV,small SUV,5,22,29,25,5,No,351
MASERATI Grecale Trofeo,3,6,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PMAXJ03.0TJI,small SUV,5,18,25,20,4,No,432
MASERATI Grecale Trofeo,3,6,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PMAXJ03.0TJI,small SUV,5,18,25,20,4,No,432
MASERATI Levante GT,3,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PMAXJ03.0DFI,standard SUV,3,16,22,18,4,No,495
MASERATI Levante GT,3,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PMAXJ03.0DFI,standard SUV,3,16,22,18,4,No,495
MASERATI Levante Modena,3,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PMAXJ03.0DFI,standard SUV,3,16,22,18,4,No,495
MASERATI Levante Modena,3,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PMAXJ03.0DFI,standard SUV,3,16,22,18,4,No,495
MASERATI Levante Modena V8,3.8,8,Auto-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,PMAXJ03.8DFI,standard SUV,1,13,20,16,3,No,562
MASERATI Levante Modena V8,3.8,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PMAXJ03.8DFI,standard SUV,3,13,20,16,3,No,562
MASERATI Levante Modena V8,3.8,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PMAXJ03.8DFI,standard SUV,3,13,20,16,3,No,562
MASERATI Levante Modena V8,3.8,8,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,PMAXJ03.8DFI,standard SUV,1,13,20,16,3,No,562
MASERATI Levante Trofeo,3.8,8,Auto-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,PMAXJ03.8DFI,standard SUV,1,13,20,16,3,No,562
MASERATI Levante Trofeo,3.8,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PMAXJ03.8DFI,standard SUV,3,13,20,16,3,No,562
MASERATI Levante Trofeo,3.8,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PMAXJ03.8DFI,standard SUV,3,13,20,16,3,No,562
MASERATI Levante Trofeo,3.8,8,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,PMAXJ03.8DFI,standard SUV,1,13,20,16,3,No,562
MASERATI MC20,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PMAXV03.0SPR,small car,5,15,25,18,4,No,474
MASERATI MC20,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PMAXV03.0SPR,small car,5,15,25,18,4,No,474
MASERATI MC20 Spyder,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PMAXV03.0SPR,small car,5,15,25,18,4,No,482
MASERATI MC20 Spyder,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PMAXV03.0SPR,small car,5,15,25,18,4,No,482
MASERATI Quattroporte GT,3,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PMAXJ03.0DFI,large car,3,16,25,19,4,No,453
MASERATI Quattroporte GT,3,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PMAXJ03.0DFI,large car,3,16,25,19,4,No,453
MASERATI Quattroporte Modena,3,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PMAXJ03.0DFI,large car,3,16,25,19,4,No,453
MASERATI Quattroporte Modena,3,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PMAXJ03.0DFI,large car,3,16,25,19,4,No,453
MASERATI Quattroporte Modena,3,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PMAXJ03.0DFI,large car,3,17,25,20,4,No,457
MASERATI Quattroporte Modena,3,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PMAXJ03.0DFI,large car,3,17,25,20,4,No,457
MASERATI Quattroporte Trofeo,3.8,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,PMAXJ03.8DFI,large car,1,13,20,16,3,No,560
MASERATI Quattroporte Trofeo,3.8,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PMAXJ03.8DFI,large car,3,13,20,16,3,No,560
MASERATI Quattroporte Trofeo,3.8,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PMAXJ03.8DFI,large car,3,13,20,16,3,No,560
MASERATI Quattroporte Trofeo,3.8,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,PMAXJ03.8DFI,large car,1,13,20,16,3,No,560
MAZDA 3,2,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTKXV02.0CDB,small car,7,28,36,31,6,No,287
MAZDA 3,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTKXV02.0CDB,small car,7,28,36,31,6,No,287
MAZDA 3,2.5,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTKXV02.5CDA,midsize car,7,26,36,30,6,No,296
MAZDA 3,2.5,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTKXV02.5CDA,midsize car,7,26,36,30,6,No,296
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTKXV02.5CDA,midsize car,7,27,35,30,6,No,292
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTKXV02.5CDA,small car,7,28,37,31,6,No,287
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTKXV02.5CDA,midsize car,7,27,35,30,6,No,292
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTKXV02.5CDA,small car,7,28,37,31,6,No,287
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTKXV02.5CDA,midsize car,7,26,33,29,6,No,311
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTKXV02.5CDA,small car,7,26,35,30,6,No,301
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTKXV02.5CDA,midsize car,7,26,33,29,6,No,311
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTKXV02.5CDA,small car,7,26,35,30,6,No,301
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PTKXV02.5EGA,midsize car,5,23,31,26,5,No,337
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PTKXV02.5EGA,small car,5,23,32,27,5,No,334
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PTKXV02.5EGA,midsize car,5,23,31,26,5,No,337
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PTKXV02.5EGA,small car,5,23,32,27,5,No,334
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTKXV02.5CDB,small SUV,7,26,33,29,6,No,309
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTKXV02.5CDB,small SUV,7,26,33,29,6,No,309
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PTKXV02.5EGA,small SUV,5,22,30,25,5,No,353
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PTKXV02.5EGA,small SUV,5,22,30,25,5,No,353
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTKXT02.5CDA,small SUV,7,24,30,26,5,No,337
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTKXT02.5CDA,small SUV,7,24,30,26,5,No,337
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,PTKXT02.5DNM,small SUV,6,24,30,26,5,No,337
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PTKXT02.5EGB,small SUV,5,22,27,24,5,No,370
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PTKXT02.5EGB,small SUV,5,22,27,24,5,No,370
MAZDA CX-50,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PTKXT02.5CDA,small SUV,7,24,30,27,5,No,335
MAZDA CX-50,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PTKXT02.5CDA,small SUV,7,24,30,27,5,No,335
MAZDA CX-50,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PTKXT02.5EGA,small SUV,3,23,29,25,5,No,356
MAZDA CX-50,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PTKXT02.5EGA,small SUV,3,23,29,25,5,No,356
